ENSG00000207056	1	7219359	7229359	+
ENSG00000049245	1	7771295	7781295	+
ENSG00000049246	1	7784319	7794319	+
ENSG00000049247	1	7843511	7853511	-
ENSG00000049249	1	7933164	7943164	-
ENSG00000270330	1	7942371	7952371	+
ENSG00000116288	1	7954290	7964290	+
ENSG00000200344	1	7972982	7982982	-
ENSG00000116285	1	8016308	8026308	-
ENSG00000232848	1	8048462	8058462	-
ENSG00000229305	1	8189823	8199823	+
ENSG00000162426	1	8317825	8327825	+
ENSG00000142599	1	8807639	8817639	-
ENSG00000221083	1	8501918	8511918	-
ENSG00000270282	1	8512652	8522652	+
ENSG00000234619	1	8750429	8760429	+
ENSG00000224315	1	8776912	8786912	-
ENSG00000222511	1	8786672	8796672	-
ENSG00000226545	1	8798474	8808474	+
ENSG00000229716	1	8831006	8841006	+
ENSG00000074800	1	8869249	8879249	-
ENSG00000274258	1	8856589	8866589	-
ENSG00000201725	1	8873532	8883532	-
ENSG00000238249	1	8893408	8903408	+
ENSG00000232208	1	8897743	8907743	-
ENSG00000232663	1	8909741	8919741	+
ENSG00000131686	1	8945866	8955866	+
ENSG00000265141	1	8969873	8979873	-
ENSG00000197241	1	9016344	9026344	-
ENSG00000142583	1	9078477	9088477	-
ENSG00000252404	1	9082695	9092695	+
ENSG00000180758	1	9119101	9129101	-
ENSG00000049239	1	9234774	9244774	+
ENSG00000171621	1	9292893	9302893	+
ENSG00000252956	1	9427777	9437777	-
ENSG00000171612	1	9539464	9549464	+
ENSG00000231181	1	9576426	9586426	+
ENSG00000188807	1	9588910	9598910	+
ENSG00000171608	1	9651731	9661731	+
ENSG00000233268	1	9652625	9662625	-
ENSG00000171603	1	9814525	9824525	-
ENSG00000271264	1	9780821	9790821	+
ENSG00000178585	1	9900335	9910335	-
ENSG00000162441	1	9933406	9943406	-
ENSG00000173614	1	9943427	9953427	+
ENSG00000202415	1	9947317	9957317	+
ENSG00000283611	1	9950786	9960786	-
ENSG00000265521	1	9967380	9977380	+
ENSG00000162444	1	9997205	10007205	+
ENSG00000130939	1	10032831	10042831	+
ENSG00000224340	1	10044780	10054780	-
ENSG00000233623	1	10058670	10068670	+
ENSG00000201746	1	10163267	10173267	+
ENSG00000054523	1	10210804	10220804	+
ENSG00000264881	1	10227717	10237717	+
ENSG00000142657	1	10398591	10408591	+
ENSG00000251503	1	10430101	10440101	+
ENSG00000175279	1	10430432	10440432	+
ENSG00000241563	1	10449718	10459718	+
ENSG00000160049	1	10462528	10472528	-
ENSG00000142655	1	10472287	10482287	+
ENSG00000243267	1	10616835	10626835	+
ENSG00000130940	1	10786649	10796649	-
ENSG00000175262	1	10972036	10982036	-
ENSG00000215785	1	10981796	10991796	-
ENSG00000120948	1	11012343	11022343	+
ENSG00000009724	1	11037232	11047232	-
ENSG00000116649	1	11050019	11060019	-
ENSG00000171824	1	11089868	11099868	-
ENSG00000198793	1	11252506	11262506	-
ENSG00000253086	1	11152349	11162349	+
ENSG00000171819	1	11189354	11199354	+
ENSG00000207451	1	11226253	11236253	+
ENSG00000238173	1	11232962	11242962	+
ENSG00000120942	1	11273205	11283205	+
ENSG00000238199	1	11269350	11279350	-
ENSG00000204624	1	11479154	11489154	+
ENSG00000116661	1	11645784	11655784	-
ENSG00000132879	1	11654374	11664374	+
ENSG00000116663	1	11664199	11674199	+
ENSG00000116670	1	11681649	11691649	-
ENSG00000162490	1	11691709	11701709	+
ENSG00000177674	1	11736083	11746083	+
ENSG00000215910	1	11761786	11771786	+
ENSG00000177000	1	11796919	11806919	-
ENSG00000011021	1	11806095	11816095	+
ENSG00000175206	1	11838344	11848344	-
ENSG00000120937	1	11848944	11858944	-
ENSG00000224904	1	11877769	11887769	+
ENSG00000201801	1	11899926	11909926	-
ENSG00000116685	1	11916427	11926427	-
ENSG00000083444	1	11934204	11944204	+
ENSG00000116688	1	11980180	11990180	+
ENSG00000270914	1	12007307	12017307	-
ENSG00000116691	1	12019465	12029465	+
ENSG00000202461	1	12014123	12024123	-
ENSG00000243539	1	12027013	12037013	-
ENSG00000120949	1	12063302	12073302	+
ENSG00000227875	1	12070546	12080546	-
ENSG00000283789	1	12166942	12176942	+
ENSG00000028137	1	12166990	12176990	+
ENSG00000225196	1	12211108	12221108	-
ENSG00000048707	1	12230029	12240029	+
ENSG00000162496	1	12608209	12618209	-
ENSG00000221340	1	12560071	12570071	-
ENSG00000204518	1	12644546	12654546	+
ENSG00000188984	1	12716109	12726109	+
ENSG00000157330	1	12746199	12756199	+
ENSG00000179172	1	12838724	12848724	-
ENSG00000275774	1	13106853	13116853	-
ENSG00000179412	1	13155466	13165466	-
ENSG00000162494	1	13504002	13514002	-
ENSG00000215909	1	13555000	13565000	+
ENSG00000162493	1	13583464	13593464	+
ENSG00000222952	1	13613283	13623283	-
ENSG00000253085	1	13686198	13696198	-
ENSG00000116731	1	13700197	13710197	+
ENSG00000189337	1	13892791	13902791	+
ENSG00000235829	1	14682612	14692612	-
ENSG00000171729	1	15152531	15162531	+
ENSG00000215720	1	15182844	15192844	-
ENSG00000278480	1	15226372	15236372	+
ENSG00000142621	1	15247271	15257271	+
ENSG00000142634	1	15409887	15419887	+
ENSG00000162438	1	15438438	15448438	+
ENSG00000142615	1	15456727	15466727	+
ENSG00000215704	1	15465908	15475908	+
ENSG00000132906	1	15516533	15526533	-
ENSG00000116138	1	15526812	15536812	+
ENSG00000251866	1	15542164	15552164	+
ENSG00000116771	1	15575050	15585050	-
ENSG00000235084	1	15604596	15614596	+
ENSG00000236500	1	15604866	15614866	-
ENSG00000197312	1	15617457	15627457	+
ENSG00000116786	1	15684319	15694319	+
ENSG00000162461	1	15736257	15746257	+
ENSG00000162460	1	15742498	15752498	+
ENSG00000162458	1	15756606	15766606	+
ENSG00000224321	1	15792795	15802795	+
ENSG00000233954	1	15799347	15809347	-
ENSG00000178715	1	15828231	15838231	+
ENSG00000065526	1	15847706	15857706	+
ENSG00000270620	1	15907907	15917907	-
ENSG00000116809	1	15966131	15976131	-
ENSG00000234607	1	15969631	15979631	+
ENSG00000231353	1	15988181	15998181	+
ENSG00000183888	1	16004235	16014235	+
ENSG00000173641	1	16009593	16019593	-
ENSG00000186510	1	16018874	16028874	+
ENSG00000232456	1	16030028	16040028	-
ENSG00000184908	1	16043735	16053735	+
ENSG00000185519	1	16063650	16073650	-
ENSG00000142627	1	16146068	16156068	-
ENSG00000142632	1	16202651	16212651	-
ENSG00000237276	1	16218026	16228026	-
ENSG00000132881	1	16227182	16237182	-
ENSG00000233929	1	16231397	16241397	-
ENSG00000037637	1	16342479	16352479	-
ENSG00000055070	1	16352574	16362574	+
ENSG00000226457	1	16359529	16369529	-
ENSG00000187144	1	16427423	16437423	-
ENSG00000157191	1	16440720	16450720	+
ENSG00000080947	1	16489256	16499256	-
ENSG00000219481	1	16603561	16613561	-
ENSG00000215908	1	16647231	16657231	-
ENSG00000186301	1	16645621	16655621	+
ENSG00000280114	1	16678748	16688748	-
ENSG00000236698	1	16676054	16686054	-
ENSG00000268869	1	16710156	16720156	-
ENSG00000058453	1	16740272	16750272	+
ENSG00000227684	1	16740279	16750279	+
ENSG00000186715	1	16760236	16770236	-
ENSG00000235241	1	16889094	16899094	+
ENSG00000117122	1	16970834	16980834	-
ENSG00000159363	1	17001927	17011927	-
ENSG00000117118	1	17044169	17054169	-
ENSG00000117115	1	17109450	17119450	-
ENSG00000142623	1	17205127	17215127	+
ENSG00000142619	1	17249097	17259097	+
ENSG00000159339	1	17308194	17318194	+
ENSG00000276747	1	17372195	17382195	+
ENSG00000179051	1	17429676	17439676	-
ENSG00000074964	1	17539697	17549697	+
ENSG00000117148	1	17755332	17765332	+
ENSG00000117154	1	18107797	18117797	+
ENSG00000179023	1	18480981	18490981	+
ENSG00000235282	1	18513117	18523117	+
ENSG00000009709	1	18630845	18640845	+
ENSG00000159423	1	18892723	18902723	-
ENSG00000169991	1	18946675	18956675	-
ENSG00000127481	1	19200265	19210265	-
ENSG00000127463	1	19241526	19251526	-
ENSG00000053372	1	19251804	19261804	+
ENSG00000286064	1	19252306	19262306	-
ENSG00000211454	1	19264193	19274193	-
ENSG00000162482	1	19278769	19288769	-
ENSG00000270728	1	19297079	19307079	+
ENSG00000053371	1	19302145	19312145	-
ENSG00000200403	1	19295181	19305181	-
ENSG00000040487	1	19312325	19322325	+
ENSG00000077549	1	19475538	19485538	-
ENSG00000240490	1	19424383	19434383	+
ENSG00000173436	1	19484402	19494402	+
ENSG00000158747	1	19596978	19606978	+
ENSG00000226396	1	19608113	19618113	+
ENSG00000158748	1	19664874	19674874	+
ENSG00000162542	1	19789944	19799944	-
ENSG00000178828	1	19805282	19815282	-
ENSG00000169914	1	19882394	19892394	+
ENSG00000242688	1	19970968	19980968	+
ENSG00000188257	1	19970415	19980415	-
ENSG00000127472	1	20028178	20038178	+
ENSG00000117215	1	20109565	20119565	-
ENSG00000158786	1	20139325	20149325	+
ENSG00000187980	1	20167423	20177423	-
ENSG00000162543	1	20186095	20196095	+
ENSG00000158816	1	20290918	20300918	+
ENSG00000162545	1	20476209	20486209	-
ENSG00000090432	1	20498150	20508150	-
ENSG00000215520	1	20525988	20535988	+
ENSG00000183114	1	20552572	20562572	+
ENSG00000158825	1	20589085	20599085	+
ENSG00000158828	1	20633457	20643457	+
ENSG00000244038	1	20651543	20661543	-
ENSG00000117245	1	20708016	20718016	-
ENSG00000235432	1	20684012	20694012	-
ENSG00000189410	1	20722836	20732836	-
ENSG00000127483	1	20777322	20787322	-
ENSG00000075151	1	21166887	21176887	-
ENSG00000221808	1	20978431	20988431	-
ENSG00000233072	1	20993933	21003933	-
ENSG00000236073	1	21063752	21073752	-
ENSG00000235112	1	21161474	21171474	+
ENSG00000117298	1	21335571	21345571	-
ENSG00000236216	1	21397986	21407986	+
ENSG00000227001	1	21417966	21427966	-
ENSG00000187952	1	21428302	21438302	+
ENSG00000186543	1	21434317	21444317	+
ENSG00000142794	1	21440127	21450127	+
ENSG00000176378	1	21450081	21460081	-
ENSG00000162551	1	21509396	21519396	+
ENSG00000076864	1	21659362	21669362	-
ENSG00000090686	1	21773605	21783605	-
ENSG00000231978	1	21768268	21778268	+
ENSG00000187942	1	21812264	21822264	+
ENSG00000142798	1	21927309	21937309	-
ENSG00000232037	1	21908097	21918097	+
ENSG00000283234	1	21946870	21956870	-
ENSG00000219073	1	21977020	21987020	+
ENSG00000273610	1	21987480	21997480	+
ENSG00000201919	1	21987815	21997815	+
ENSG00000142789	1	22001655	22011655	+
ENSG00000278124	1	22010649	22020649	+
ENSG00000070831	1	22025510	22035510	+
ENSG00000271428	1	22058826	22068826	-
ENSG00000162552	1	22133968	22143968	-
ENSG00000234397	1	22313330	22323330	-
ENSG00000184677	1	22428837	22438837	+
ENSG00000070886	1	22563488	22573488	+
ENSG00000173372	1	22636627	22646627	+
ENSG00000159189	1	22643632	22653632	+
ENSG00000173369	1	22652761	22662761	+
ENSG00000133216	1	22710838	22720838	+
ENSG00000215906	1	22955337	22965337	-
ENSG00000227868	1	23005851	23015851	-
ENSG00000004487	1	23019442	23029442	+
ENSG00000266802	1	23047933	23057933	-
ENSG00000169641	1	23167807	23177807	-
ENSG00000229010	1	23140324	23150324	+
ENSG00000206935	1	23162703	23172703	+
ENSG00000252578	1	23163952	23173952	+
ENSG00000179546	1	23184728	23194728	-
ENSG00000215381	1	23244764	23254764	+
ENSG00000125944	1	23334335	23344335	-
ENSG00000125945	1	23359835	23369835	-
ENSG00000204219	1	23414739	23424739	-
ENSG00000232482	1	23410831	23420831	+
ENSG00000088280	1	23474567	23484567	-
ENSG00000007968	1	23521232	23531232	-
ENSG00000117318	1	23549500	23559500	-
ENSG00000229239	1	23670293	23680293	+
ENSG00000142676	1	23691741	23701741	+
ENSG00000011007	1	23743154	23753154	+
ENSG00000057757	1	23778417	23788417	+
ENSG00000011009	1	23791144	23801144	+
ENSG00000117308	1	23790780	23800780	-
ENSG00000117305	1	23828619	23838619	-
ENSG00000179163	1	23858293	23868293	-
ENSG00000188822	1	23903361	23913361	-
ENSG00000229106	1	23892736	23902736	-
ENSG00000230228	1	23939382	23949382	-
ENSG00000189266	1	23956838	23966838	+
ENSG00000188529	1	23970926	23980926	-
ENSG00000215905	1	23998518	24008518	-
ENSG00000142661	1	24102134	24112134	-
ENSG00000142677	1	24133139	24143139	-
ENSG00000185436	1	24177958	24187958	-
ENSG00000158055	1	24319321	24329321	+
ENSG00000001460	1	24406933	24416933	-
ENSG00000001461	1	24415801	24425801	+
ENSG00000117602	1	24502350	24512350	+
ENSG00000184454	1	24556086	24566086	+
ENSG00000227312	1	24563626	24573626	+
ENSG00000133226	1	24631715	24641715	+
ENSG00000169504	1	24745381	24755381	+
ENSG00000238482	1	24767978	24777978	-
ENSG00000020633	1	24955120	24965120	-
ENSG00000278034	1	24909415	24919415	-
ENSG00000233419	1	25115453	25125453	-
ENSG00000117614	1	25222501	25232501	-
ENSG00000117616	1	25328212	25338212	-
ENSG00000261349	1	25257135	25267135	-
ENSG00000187010	1	25272392	25282392	+
ENSG00000224183	1	25284642	25294642	-
ENSG00000259984	1	25327464	25337464	-
ENSG00000183726	1	25338316	25348316	+
ENSG00000188672	1	25420191	25430191	-
ENSG00000238084	1	25398720	25408720	+
ENSG00000204178	1	25430857	25440857	+
ENSG00000157978	1	25543579	25553579	+
ENSG00000117643	1	25617467	25627467	+
ENSG00000162430	1	25800175	25810175	+
ENSG00000117640	1	25818639	25828639	+
ENSG00000127423	1	25849457	25859457	-
ENSG00000182749	1	25861252	25871252	-
ENSG00000207302	1	25877495	25887495	+
ENSG00000117632	1	25896990	25906990	-
ENSG00000229786	1	25887359	25897359	+
ENSG00000223624	1	25888969	25898969	+
ENSG00000283938	1	25896453	25906453	-
ENSG00000158006	1	25988116	25998116	-
ENSG00000158008	1	26019883	26029883	+
ENSG00000158014	1	26036132	26046132	-
ENSG00000158022	1	26058435	26068435	-
ENSG00000175087	1	26111164	26121164	+
ENSG00000197245	1	26159078	26169078	+
ENSG00000282872	1	26158580	26168580	-
ENSG00000236782	1	26161830	26171830	-
ENSG00000142684	1	26169907	26179907	+
ENSG00000142675	1	26177483	26187483	+
ENSG00000188782	1	26190560	26200560	+
ENSG00000236155	1	26209740	26219740	+
ENSG00000278572	1	26210475	26220475	-
ENSG00000130695	1	26234199	26244199	+
ENSG00000270733	1	26253397	26263397	-
ENSG00000142669	1	26280085	26290085	+
ENSG00000158062	1	26308362	26318362	-
ENSG00000169442	1	26317957	26327957	+
ENSG00000176092	1	26350079	26360079	-
ENSG00000225854	1	26326687	26336687	+
ENSG00000176083	1	26364521	26374521	-
ENSG00000131914	1	26410816	26420816	+
ENSG00000117682	1	26432281	26442281	+
ENSG00000223583	1	26445186	26455186	-
ENSG00000198830	1	26472439	26482439	+
ENSG00000224129	1	26510249	26520249	-
ENSG00000117676	1	26529760	26539760	+
ENSG00000243905	1	26583545	26593545	-
ENSG00000238316	1	26632388	26642388	-
ENSG00000117713	1	26693235	26703235	+
ENSG00000060642	1	26787471	26797471	+
ENSG00000241188	1	26814821	26824821	+
ENSG00000204160	1	26826687	26836687	+
ENSG00000175793	1	26863148	26873148	+
ENSG00000142751	1	26880282	26890282	-
ENSG00000198746	1	26890466	26900466	-
ENSG00000090273	1	26900237	26910237	+
ENSG00000131910	1	26903974	26913974	-
ENSG00000175707	1	26950467	26960467	-
ENSG00000172746	1	26980164	26990164	+
ENSG00000224064	1	26983627	26993627	+
ENSG00000225294	1	26976339	26986339	-
ENSG00000253368	1	26993691	27003691	+
ENSG00000158246	1	27002849	27012849	-
ENSG00000090020	1	27156980	27166980	-
ENSG00000229985	1	27176750	27186750	+
ENSG00000214973	1	27191472	27201472	-
ENSG00000225159	1	27206929	27216929	+
ENSG00000142784	1	27234631	27244631	+
ENSG00000252098	1	27245566	27255566	-
ENSG00000243659	1	27311239	27321239	+
ENSG00000186501	1	27322144	27332144	+
ENSG00000206888	1	27325218	27335218	+
ENSG00000241547	1	27325328	27335328	+
ENSG00000142765	1	27342019	27352019	+
ENSG00000142733	1	27356960	27366960	-
ENSG00000142748	1	27364823	27374823	-
ENSG00000174950	1	27373332	27383332	-
ENSG00000231207	1	27389467	27399467	+
ENSG00000181773	1	27392621	27402621	+
ENSG00000158195	1	27480166	27490166	-
ENSG00000126705	1	27594430	27604430	-
ENSG00000000938	1	27625184	27635184	-
ENSG00000235912	1	27649418	27659418	+
ENSG00000126709	1	27662197	27672197	-
ENSG00000009780	1	27725978	27735978	+
ENSG00000231344	1	27739090	27749090	+
ENSG00000230833	1	27739953	27749953	+
ENSG00000117758	1	27773218	27783218	+
ENSG00000223062	1	27824537	27834537	+
ENSG00000117751	1	27830781	27840781	+
ENSG00000252947	1	27834400	27844400	+
ENSG00000130775	1	27872542	27882542	+
ENSG00000117748	1	27904745	27914745	-
ENSG00000130768	1	27934999	27944999	+
ENSG00000158156	1	27959461	27969461	+
ENSG00000158161	1	28078636	28088636	-
ENSG00000238231	1	27980523	27990523	-
ENSG00000240750	1	28022179	28032179	-
ENSG00000228589	1	28086421	28096421	-
ENSG00000214812	1	28111320	28121320	-
ENSG00000253005	1	28132840	28142840	-
ENSG00000169403	1	28183935	28193935	-
ENSG00000126698	1	28223028	28233028	-
ENSG00000130770	1	28236108	28246108	+
ENSG00000130766	1	28259517	28269517	+
ENSG00000130772	1	28329001	28339001	+
ENSG00000204138	1	28369581	28379581	+
ENSG00000206779	1	28412654	28422654	-
ENSG00000229820	1	28453540	28463540	+
ENSG00000221216	1	28481361	28491361	+
ENSG00000180198	1	28505942	28515942	+
ENSG00000200087	1	28508558	28518558	+
ENSG00000231468	1	28517226	28527226	-
ENSG00000180098	1	28553084	28563084	+
ENSG00000221539	1	28568821	28578821	-
ENSG00000120656	1	28633084	28643084	-
ENSG00000188060	1	28592199	28602199	+
ENSG00000274978	1	28648599	28658599	+
ENSG00000162419	1	28668731	28678731	+
ENSG00000252777	1	28689664	28699664	+
ENSG00000198492	1	28736620	28746620	+
ENSG00000116329	1	28812141	28822141	+
ENSG00000199756	1	28871834	28881834	-
ENSG00000159023	1	28887090	28897090	+
ENSG00000225616	1	28972607	28982607	-
ENSG00000277958	1	29041198	29051198	+
ENSG00000253304	1	29113902	29123902	-
ENSG00000116350	1	29171899	29181899	-
ENSG00000116353	1	29220941	29230941	-
ENSG00000060656	1	29236515	29246515	+
ENSG00000162510	1	30713584	30723584	-
ENSG00000162511	1	30747773	30757773	-
ENSG00000162512	1	30898757	30908757	-
ENSG00000266210	1	30908734	30918734	-
ENSG00000134644	1	31055990	31065990	-
ENSG00000237329	1	31036733	31046733	+
ENSG00000232768	1	31050871	31060871	+
ENSG00000215900	1	31085557	31095557	-
ENSG00000225142	1	31098622	31108622	-
ENSG00000084628	1	31229886	31239886	-
ENSG00000060688	1	31286787	31296787	-
ENSG00000229447	1	31253680	31263680	-
ENSG00000121766	1	31296981	31306981	+
ENSG00000121769	1	31366849	31376849	-
ENSG00000168528	1	31409564	31419564	+
ENSG00000215899	1	31478929	31488929	-
ENSG00000206981	1	31487682	31497682	-
ENSG00000260386	1	31500084	31510084	+
ENSG00000142910	1	31576484	31586484	+
ENSG00000121764	1	31617685	31627685	+
ENSG00000162517	1	31634895	31644895	-
ENSG00000084636	1	31694318	31704318	-
ENSG00000121753	1	31754892	31764892	-
ENSG00000134668	1	31806050	31816050	-
ENSG00000184007	1	31934855	31944855	-
ENSG00000121774	1	32013867	32023867	+
ENSG00000121775	1	32072030	32082030	+
ENSG00000276493	1	32077812	32087812	-
ENSG00000025800	1	32108055	32118055	+
ENSG00000084652	1	32179674	32189674	+
ENSG00000160050	1	32200385	32210385	+
ENSG00000160051	1	32205660	32215660	+
ENSG00000222046	1	32209093	32219093	+
ENSG00000160055	1	32212358	32222358	-
ENSG00000084623	1	32221927	32231927	+
ENSG00000220785	1	32231619	32241619	-
ENSG00000183615	1	32247221	32257221	+
ENSG00000182866	1	32251238	32261238	+
ENSG00000277617	1	32259596	32269596	-
ENSG00000116478	1	32292082	32302082	+
ENSG00000175130	1	32326232	32336232	-
ENSG00000162526	1	32351520	32361520	+
ENSG00000225828	1	32354277	32364277	-
ENSG00000160058	1	32384730	32394730	-
ENSG00000224333	1	32393114	32403114	-
ENSG00000229259	1	32416788	32426788	-
ENSG00000254553	1	32465056	32475056	+
ENSG00000273274	1	32465071	32475071	+
ENSG00000160062	1	32539426	32549426	+
ENSG00000176261	1	32640902	32650902	-
ENSG00000200591	1	32639950	32649950	+
ENSG00000162521	1	32651141	32661141	+
ENSG00000162520	1	32693595	32703595	-
ENSG00000162522	1	32741829	32751829	+
ENSG00000134684	1	32808152	32818152	-
ENSG00000116497	1	32816766	32826766	+
ENSG00000160097	1	32862481	32872481	-
ENSG00000121905	1	32885993	32895993	+
ENSG00000121900	1	32891437	32901437	-
ENSG00000116514	1	32954684	32964684	-
ENSG00000217644	1	32979946	32989946	+
ENSG00000239670	1	32986951	32996951	+
ENSG00000004455	1	33070995	33080995	-
ENSG00000276645	1	33019575	33029575	-
ENSG00000142920	1	33081103	33091103	+
ENSG00000116525	1	33172058	33182058	-
ENSG00000160094	1	33256491	33266491	+
ENSG00000184389	1	33311097	33321097	-
ENSG00000134686	1	33421051	33431051	-
ENSG00000284154	1	33322491	33332491	-
ENSG00000222112	1	33326863	33336863	-
ENSG00000234512	1	33466248	33476248	+
ENSG00000121903	1	33472644	33482644	+
ENSG00000235907	1	33502742	33512742	-
ENSG00000121904	1	34155841	34165841	-
ENSG00000142698	1	34166882	34176882	+
ENSG00000163866	1	34849754	34859754	-
ENSG00000189280	1	34755046	34765046	+
ENSG00000189433	1	34759739	34769739	+
ENSG00000188910	1	34781213	34791213	+
ENSG00000187513	1	34792998	34802998	+
ENSG00000116544	1	34919649	34929649	-
ENSG00000284773	1	34975312	34985312	-
ENSG00000241014	1	34968705	34978705	-
ENSG00000271741	1	35021740	35031740	-
ENSG00000243749	1	34975352	34985352	-
ENSG00000163867	1	35021944	35031944	-
ENSG00000197056	1	35032171	35042171	+
ENSG00000233940	1	35053467	35063467	+
ENSG00000228348	1	35122021	35132021	+
ENSG00000116560	1	35183144	35193144	-
ENSG00000201868	1	35195968	35205968	+
ENSG00000146463	1	35268966	35278966	+
